Element Symbol,symmetry,volume,Compounds
Os,P6_3/mmc,28.254800538527018,"['SrOsO2', 'OsO2', 'OsAu3', 'OsClF8', 'LaSi3Os', 'Li6OsN4', 'Ce4Os', 'OsRh3', 'Yb3Os', 'Ge2Os', 'POsSe', 'Nb2B2Os', 'OsOF4', 'HfOs', 'ThSi3Os', 'Co4Os', 'K2OsO5', 'V3Os', 'LaGe3Os', 'OsN2', 'B2Os', 'Os(SeBr6)2', 'Na3Os', 'Co3Os', 'Na3OsN2', 'Ti2ReOs', 'OsS2', 'Al2Os', 'Sb2Os', 'MgOsN', 'AsOsSe', 'Sc4OsCl4', 'Mn3Os', 'Sc3OsC4', 'Th4Os', 'SiOs', 'K6OsN4', 'Os', 'Sm3Os', 'BOs', 'OsC2', 'Hf2Os', 'Ga2Os', 'AsPOs', 'Cd3Os', 'Pr4Os', 'SbOsSe', 'Ir4Os', 'CeSiOs', 'Y4OsBr4', 'OsO2F3', 'Si4P4Os', 'TePOs', 'Pr4OsI5', 'Li2OsO6', 'OsSe2', 'OsC', 'CsOsN2', 'OsN', 'OsF5', 'IrOs', 'OsPb3', 'HgOs', 'TiOs', 'Ti3Os', 'Na6OsN4', 'OsCl4O', 'K3Os', 'POsS', 'BiOsSe', 'P2Os', 'Nd3Os', 'Pr3Os', 'Ir3Os', 'SrOsN2', 'AsOsS', 'SbOsS', 'TeAsOs', 'SmSi3Os', 'U4Os', 'Cr3Os', 'ZnOs', 'Ce3Os', 'Nb3Os', 'CoOs', 'Na3H7Os', 'MgOs', 'Dy3Os', 'VOs', 'Os(SCl4)6', 'OsRu', 'Sc3Os', 'Pr3OsI3', 'Mo3Os', 'U2OsC2', 'Os(OF)2', 'Rb3Os', 'Y3Os', 'Na5OsO6', 'Er4OsBr4', 'OsPt4', 'Si3Os', 'B4Os', 'LiOsN2', 'MoOs', 'Ta2B2Os', 'LaOsN3', 'Ta3Os', 'ReOs', 'OsRu3', 'Mg3Os', 'Ge3Os', 'Tl3Os', 'Ca3Os', 'La3Os', 'OsW2', 'As2Os', 'OsO4', 'NdSi3Os', 'LiOsF6', 'SbTeOs', 'Cs6OsN4', 'UGa5Os', 'Tm3Os', 'Li5OsO6', 'Ho2Ge2Os', 'Tc3Os', 'AlOs', 'Lu3Os', 'Ba2OsO4', 'Si2Os', 'Te2Os', 'V4Os', 'Li2OsN2', 'Os(CO)4', 'OsBr4', 'Li3OsN2', 'Ho3Os', 'Li7OsO6', 'La4Os', 'Zn3Os', 'BaOsO2', 'CeSi3Os', 'OsPt3', 'ZrOs', 'OsO3F2', 'Ga3Os', 'P4Os', 'OsCl4', 'KOsF6', 'RbOsO3', 'OsF6', 'Re3Os', 'Er3Os', 'Tb3Os']"
Ir,Fm-3m,14.310382775109328,"['YIr', 'IrS2', 'Lu3Ir', 'CoIr', 'Sr4Ir', 'Zr3Ir', 'UIr', 'VIr', 'Si2Ir', 'IrN2', 'Cd3Ir', 'Sn2Ir', 'IrCl3', 'Lu4Ir', 'Mo3Ir', 'IrPt', 'Hg3Ir', 'As2Ir', 'ReIr', 'Al3Ir', 'Tm3Ir', 'TeIr', 'HIr', 'IrPd', 'HfIr', 'FeIr', 'IrRu3', 'LuIr', 'Ir', 'GaIr', 'Zn3Ir', 'Ti3Ir', 'IrO2', 'Re3Ir', 'Zr4Ir', 'ScIr', 'NiIr', 'Eu4Ir', 'In3Ir', 'Nb3Ir', 'Dy4Ir', 'ZnIr', 'Rb3Ir', 'IrCl2', 'MnIr', 'P2Ir', 'IrOs', 'Y4Ir', 'IrSe2', 'Tc3Ir', 'As3Ir', 'Te2Ir', 'TcIr', 'Nd3Ir', 'Bi4Ir', 'IrF4', 'IrI', 'LiIr', 'Pr4Ir', 'IrN3', 'MgIr', 'Y3Ir', 'K3Ir', 'IrO3', 'Bi2Ir', 'IrRh3', 'GeIr', 'IrPt3', 'Cr3Ir', 'IrPd3', 'MoIr', 'IrRu', 'Mo4Ir', 'YbIr', 'Ge4Ir', 'Sb3Ir', 'Pu4Ir', 'IrRh', 'IrF3', 'P3Ir', 'Nd4Ir', 'Ho4Ir', 'IrSe3', 'Sc2Ir', 'Ta3Ir', 'SbIr', 'Sb2Ir', 'SiIr', 'Na3Ir', 'IrC2', 'BIr', 'TiIr', 'Tm4Ir', 'IrC', 'Ge3Ir', 'IrSe', 'Pr3Ir', 'NbIr', 'Si3Ir', 'V3Ir', 'Be3Ir', 'ErIr', 'CsIr', 'Ca4Ir', 'Co3Ir', 'IrBr3', 'HoIr', 'Sr2Ir', 'Mg3Ir', 'TmIr', 'ZrIr', 'IrC4', 'Yb4Ir', 'IrW', 'IrC3', 'Ga3Ir', 'Dy3Ir', 'IrN', 'CrIr', 'Sc4Ir', 'IrPb', 'Ce3Ir', 'Tb4Ir', 'Er4Ir', 'Tb3Ir', 'Er3Ir', 'La3Ir', 'AgIr', 'IrI3', 'Zr2Ir', 'TaIr', 'Th4Ir', 'Mn3Ir', 'Sn4Ir', 'AlIr', 'Tl3Ir', 'La4Ir', 'SnIr', 'Ho3Ir']"
Pt,Fm-3m,15.327454053856243,"['Hf3Pt', 'AlPt', 'Ta3Pt', 'Ca4Pt', 'PtI3', 'TiPt', 'ScPt', 'SbPt', 'Hg3Pt', 'Zr3Pt', 'Mn3Pt', 'Ba4Pt', 'Nd4Pt', 'HfPt', 'Sr4Pt', 'Ga5Pt', 'Mg3Pt', 'Si3Pt', 'Zr2Pt', 'IrPt', 'PtO2', 'Sn2Pt', 'PtSe2', 'Ti3Pt', 'PtRh3', 'Na3Pt', 'PtS', 'Pr4Pt', 'TcPt', 'Eu4Pt', 'CoPt', 'Pu2Pt', 'Ho4Pt', 'PdPt', 'KPt', 'Re3Pt', 'Tl2Pt', 'Er4Pt', 'Li2Pt', 'Bi2Pt', 'PtO3', 'Nb3Pt', 'Zn3Pt', 'BaPt', 'In3Pt', 'Mo3Pt', 'Tb4Pt', 'NaPt', 'HgPt', 'Te2Pt', 'Rb3Pt', 'La4Pt', 'Fe2Pt', 'Mg149Pt', 'P2Pt', 'Sm4Pt', 'Ge3Pt', 'PtCl4', 'Cs3Pt', 'PtPb4', 'Ga3Pt', 'Sb2Pt', 'Th3Pt', 'Fe3Pt', 'CrPt', 'PPt', 'Nb2Pt', 'As2Pt', 'PtRh', 'Co3Pt', 'LiPt', 'Li4Pt', 'PtPb2', 'Cr3Pt', 'Tl3Pt', 'PtS2', 'V3Pt', 'PtC', 'MoPt', 'PtO', 'SnPt', 'Dy4Pt', 'In2Pt', 'BiPt', 'PtBr3', 'Hg2Pt', 'PtF5', 'H3Pt', 'Ga2Pt', 'TePt', 'AgPt', 'Tc3Pt', 'Na4Pt', 'Yb4Pt', 'PtAu', 'ZnPt', 'Ce4Pt', 'MnPt', 'PtN', 'RuPt', 'Li3Pt', 'Y4Pt', 'MgPt', 'Al2Pt', 'Mg5Pt', 'Cu3Pt', 'PtO6', 'PtPb', 'U3Pt', 'PtPb3', 'NiPt', 'Cd3Pt', 'PtCl2', 'FePt', 'ZrPt', 'Cs2Pt', 'RePt', 'VPt', 'CuPt', 'TbPt', 'Be5Pt', 'BPt', 'CdPt', 'Al3Pt', 'GaPt', 'Mg2Pt', 'PtCl3', 'PtW', 'InPt', 'Be12Pt', 'TlPt', 'Ag3Pt', 'Pt', 'Ni3Pt', 'Tm4Pt', 'PtI2', 'PtN2', 'K2Pt']"
Au,Fm-3m,18.14473805188449,"['VAu', 'Pb3Au', 'In3Au', 'CrAu', 'AuS', 'AuI', 'HoAu', 'Ga3Au', 'Sm3Au', 'Tl2Au', 'Nb3Au', 'Sn2Au', 'Pb2Au', 'Ce2Au', 'Fe3Au', 'Mg5Au', 'Sb2Au', 'Er2Au', 'AuSe', 'Be12Au', 'Ga2Au', 'DyAu', 'Lu2Au', 'AuCl4', 'Tl3Au', 'CeAu', 'LaAu', 'TmAu', 'Ni3Au', 'HfAu', 'SnAu', 'EuAu', 'Cu3Au', 'B2Au', 'AuS2', 'Pr3Au', 'AuN', 'Mg3Au', 'Tb3Au', 'Na4Au', 'AuF5', 'AuCl', 'AuBr', 'ZrAu', 'FeAu', 'Cu4Au', 'AlAu', 'Zr2Au', 'MnAu', 'GdAu', 'BeAu', 'AuBr2', 'Pu3Au', 'Mg149Au', 'Ti3Au', 'Na2Au', 'SrAu', 'P3Au', 'Hf2Au', 'Hg3Au', 'PrAu', 'AuCl3', 'Ta2Au', 'Li3Au', 'Sn3Au', 'MgAu', 'AgAu', 'Eu3Au', 'Cd3Au', 'AuC2', 'Sc2Au', 'RbAu', 'Mn3Au', 'AuN2', 'Ca3Au', 'Ge3Au', 'Ac3Au', 'LuAu', 'La2Au', 'In2Au', 'Zn3Au', 'AuI2', 'PtAu', 'Zr3Au', 'Pm3Au', 'Sb3Au', 'Th3Au', 'Th2Au', 'Pb4Au', 'Bi4Au', 'Tb2Au', 'Mg2Au', 'Be5Au', 'CsAu', 'Ta3Au', 'Mn2Au', 'SmAu', 'Pd3Au', 'Pr2Au', 'YAu', 'GaAu', 'BAu', 'Gd3Au', 'AuBr3', 'Dy2Au', 'Ce3Au', 'CuAu', 'Al3Au', 'TiAu', 'Te2Au', 'YbAu', 'V3Au', 'Nd3Au', 'Sm2Au', 'NdAu', 'AuF3', 'Au', 'AuC', 'ErAu', 'AuCl2', 'CdAu', 'PdAu', 'ScAu', 'BiAu', 'LiAu', 'Na3Au', 'Te3Au', 'TbAu', 'Nd2Au', 'Ag3Au', 'TaAu', 'Al2Au', 'ZnAu', 'Tm2Au', 'Bi3Au', 'Np3Au', 'Hf3Au', 'Sr3Au']"
Hg,R-3m,95.13840631709425,"['TlHg', 'LuHg', 'Ho3Hg', 'Zn3Hg', 'HgCl2', 'Ba2Hg', 'U3Hg', 'Ca3Hg', 'HgPb2', 'Hf3Hg', 'HgN3', 'Cd2Hg', 'HgF2', 'AgHg', 'Hf2Hg', 'HgPd', 'TiHg', 'HgI2', 'Sn3Hg', 'Sm3Hg', 'Ac3Hg', 'CaHg', 'TbHg', 'HgGe3', 'HgB6', 'Np3Hg', 'Nd3Hg', 'Li3Hg', 'HgBr2', 'YbHg', 'HgF', 'HgS', 'HgBr', 'Tl3Hg', 'HgPt4', 'HgPd3', 'Zr3Hg', 'MgHg', 'Ce3Hg', 'ScHg', 'HgPt', 'Na3Hg', 'PrHg', 'Pa3Hg', 'Er3Hg', 'HgPb3', 'HgN2', 'Ti3Hg', 'Lu3Hg', 'Ag2Hg', 'Pm3Hg', 'HgOs', 'BaHg', 'CsHg', 'HgPb4', 'Mn3Hg', 'HgCl', 'MnHg', 'HgN', 'HgTe', 'Ca2Hg', 'KHg', 'Pr3Hg', 'HgF3', 'Mg149Hg', 'Sr3Hg', 'HgAu4', 'Mg3Hg', 'ZrHg', 'Th3Hg', 'InHg', 'Th2Hg', 'Sc3Hg', 'Dy3Hg', 'TmHg', 'LiHg', 'In3Hg', 'HgBr3', 'DyHg', 'LaHg', 'Hg', 'HgAu3', 'HgO', 'CeHg', 'HgN6', 'ErHg', 'HoHg', 'HgSe', 'HgS4', 'EuHg', 'Cs3Hg', 'HgI3', 'HgPt3', 'HgC', 'HgO2', 'NiHg', 'Ga3Hg', 'Mg5Hg', 'Rb3Hg', 'Ag3Hg', 'K3Hg', 'Tm3Hg', 'SrHg', 'ThHg', 'La3Hg', 'GdHg', 'Tb3Hg', 'NdHg', 'HgBi3', 'Ni3Hg', 'YHg', 'HgI', 'Cd3Hg']"
Tl,P6_3/mmc,59.81227665924512,"['Ac3Tl', 'TlBi2', 'TlHg', 'Mg3Tl', 'CeTl', 'TlHg3', 'Sc3Tl', 'Nd3Tl', 'Mn3Tl', 'Zr3Tl', 'Nb3Tl', 'TlCl2', 'Mg2Tl', 'Li3Tl', 'TlAs', 'TlCr5Te8', 'TlGeCl3', 'YbTl', 'TlIn5S7', 'Ti3Tl', 'ErTl', 'TlPd3', 'Np3Tl', 'Pr2Tl', 'UTl', 'TlF3', 'Lu3Tl', 'Pr3Tl', 'Li2Tl', 'TlPb', 'TbTl', 'TlP5', 'La3Tl', 'TlCl', 'Gd2Tl', 'ThTl', 'SrTl', 'Zr3TlF15', 'Sm2Tl', 'NaTl', 'TlCu7S4', 'Ca3Tl', 'Eu3Tl', 'Tl(ZnSb)2', 'TlIn5S6', 'Ce3Tl', 'TlBr2', 'TlBiF4', 'TlP', 'NbTlO3', 'Nd2Tl', 'TlIn', 'LaTl', 'Tb2Tl', 'Yb2Tl', 'TlBi', 'TlHgF3', 'Pa3Tl', 'TlF', 'TlN', 'TlFeSe2', 'Y3Tl', 'Rb3Tl', 'TlGeF3', 'TlSn', 'Tl', 'TlIn5S8', 'Tl(V3S4)4', 'TlO2', 'MgTl', 'EuTl', 'Mg149Tl', 'HoTl', 'Dy2Tl', 'TlZn3', 'TlH', 'Tm3Tl', 'TlSe', 'TlNi', 'BaTlIn3', 'TlFeS2', 'TlInCl3', 'Na3Tl', 'TlO', 'TlRh3', 'TlS3', 'TlAgTe2', 'TlS', 'TlSn3', 'TlI3', 'TlBr3', 'Hf2Tl', 'Pm3Tl', 'Tl(TeMo)3', 'TlC', 'TlN3', 'Al3Tl', 'TlIn5Se7', 'TlPO3', 'TlTe', 'TlInS2', 'LiTl', 'TlI', 'CaTl', 'TlCuO2', 'HfTl', 'GdTl', 'TlAu3', 'Ti5TlS8', 'TlV5S8', 'PrTl', 'TlIn3', 'TmTl', 'YTl', 'Na2Tl', 'K3Tl', 'KTl', 'TlV3O8', 'TlCl3', 'TlRe', 'Hf3Tl', 'TlBi25O39', 'LuTl', 'TlPt', 'TlSb', 'TlP3', 'TlPd2', 'TlNO2', 'SmTl', 'Th2Tl', 'DyTl', 'TlCu7Se4', 'TlSbSe2', 'TlHO', 'TlBr', 'TlBi3', 'NdTl']"
Pb,Fm-3m,31.053715283135052,"['V6PbO11', 'V12PbO30', 'HPb', 'AgPbO2', 'Tl3Pb', 'Pt3Pb', 'TePb', 'RhPb', 'PbCl2', 'RbPb', 'BiPbF5', 'B6Pb', 'TlPb', 'PbBr2', 'Rh3Pb', 'CaPb', 'BaPb', 'PdPb', 'BiPb', 'PbI2', 'PbSe2', 'PbN', 'Ti3Pb', 'EuPb', 'PbN6', 'La2PbF8', 'Y3Pb', 'Sn3Pb', 'Yb3Pb', 'SnPbS2', 'Tc3Pb', 'PPb', 'Ga3Pb', 'PbF3', 'Nb3Pb', 'In3Pb', 'Mg2Pb', 'Hf3Pb', 'Mg5Pb', 'PbO2', 'Mn8PbO16', 'Re3Pb', 'P7Pb', 'PbAu2', 'Ag3Pb', 'PbS2', 'La3Pb', 'Pm3Pb', 'In4Pb', 'NiPb', 'Ba2Pb', 'Cd3Pb', 'UPb', 'Sr3Pb', 'ZrPb', 'PbO', 'Ir3Pb', 'LiPb', 'SrPb', 'Ni3Pb', 'Sb3Pb', 'Hg3Pb', 'Sc3Pb', 'Ho3Pb', 'PbI6', 'ZrPbO5', 'InPb', 'CaPbI4', 'PbS', 'PtPb', 'Bi3Pb', 'Pr3Pb', 'MoPb', 'PbSe', 'Hf5Pb', 'MgPb', 'Tm3Pb', 'Pu3Pb', 'Ta3Pb', 'Th3Pb', 'Mg3Pb', 'SnPb', 'Ce3Pb', 'Tb6PbSe10', 'SbPb', 'Tb3Pb', 'KPb', 'PbF2', 'IrPb', 'Sr2Pb', 'ThPb', 'Zr3Pb', 'Pd3Pb', 'Rb3Pb', 'Mg149Pb', 'Ca2Pb', 'PbCl4', 'Er3Pb', 'V3Pb', 'Pb', 'PbWO4', 'Ca3Pb', 'Li3Pb', 'PbF4', 'H3Pb', 'NaPb', 'PbC', 'PbAu3', 'PbAuO2']"
Bi,R-3m,73.1719777495792,"['Mg2Bi', 'Ag3Bi', 'NdBi', 'BiPb4', 'YBi', 'BiO', 'GaBi', 'MnBi', 'LaBi', 'NpBi', 'Li3Bi', 'BiRh', 'Cd3Bi', 'Eu3Bi', 'CeBi', 'Zr3Bi', 'BiO2', 'CsBi', 'Dy3Bi', 'Mg15Bi', 'InBi', 'Co3Bi', 'Sm2Bi', 'Hf2Bi', 'BiPt3', 'MgBi', 'NiBi', 'BiI3', 'BiPb', 'In4Bi', 'SmBi', 'Ca2Bi', 'BiBr3', 'BiTe', 'Mg3Bi', 'UBi', 'AlBi', 'PuBi', 'Mn3Bi', 'BiI', 'BiB6', 'BiSe', 'Mg5Bi', 'Rb3Bi', 'TlBi', 'In3Bi', 'Sn3Bi', 'Pr2Bi', 'BiI5', 'SnBi', 'Ni3Bi', 'BiSb', 'Ga3Bi', 'Ba3Bi', 'BiTe3', 'In2Bi', 'BiF4', 'Hg3Bi', 'BiN', 'Sr2Bi', 'Y3Bi', 'BiF3', 'BiS2', 'Sc3Bi', 'PrBi', 'BiB5', 'NaBi', 'Mg7Bi', 'K3Bi', 'BiPt', 'LiBi', 'V3Bi', 'BiPd', 'Ti3Bi', 'Nb3Bi', 'Sr3Bi', 'TbBi', 'Tb3Bi', 'ThBi', 'BiBr', 'CrBi', 'Na3Bi', 'BiS3', 'Tl4Bi', 'Bi', 'Nd2Bi', 'DyBi', 'BiF5', 'RbBi', 'Mg149Bi', 'BiSe2', 'KBi', 'BiH3', 'ZnBi', 'BiS', 'BiPd3', 'Re3Bi', 'Ce2Bi', 'La2Bi', 'TmBi', 'HoBi', 'BiAu', 'CuBi', 'Hf3Bi', 'Ta3Bi', 'Tl3Bi', 'Ti2Bi', 'ErBi', 'Ba2Bi', 'Ho3Bi', 'BiB']"
Po,,,[]
At,,,[]
Rn,,,[]
Fr,,,[]
Ra,,,[]
Ac,P6_3/mmc,184.54540076862065,"['AcGaO3', 'CsAcTe2', 'AcCl3', 'AcAg2Pb', 'Ac2ZnSn', 'AcCeMg2', 'LiAcHg2', 'Ac2ZnHg', 'Ac2Cl2O', 'Li2AcSn', 'AcF3', 'SrAcZn2', 'Ac2Mg', 'Ac2ZnAu', 'AcCd3', 'AcScO3', 'AcMgTl2', 'CaAcHg2', 'AcRh2Pb', 'RbAcO3', 'AcMg149', 'AcYbZn2', 'AcVO3', 'AcYbTl2', 'AcBr3', 'Sr3Ac', 'CaAcAu2', 'AcCdRh2', 'AcAgAu2', 'AcN', 'AcHgAu2', 'AcInAg2', 'AcSnPd2', 'AcEr3', 'AcNb3', 'AcAg2Sn', 'AcTh', 'AcYbMg2', 'AcSm3', 'CaAcIn2', 'RbAcTe2', 'AcSi3', 'AcMg', 'SrAcHg2', 'AcNd3', 'AcTh3', 'NaAcTe2', 'AcYbAu2', 'Ac2TlIn', 'Ac2GaSi', 'AcGe3', 'AcCe3', 'AcZn2Cd', 'AcAgTe2', 'AcPm3', 'AcNiO3', 'Ac2CdGa', 'AcY3', 'AcMnO3', 'AcEu3', 'AcAgHg2', 'CsAc', 'Ac2TlCd', 'AcMgZn2', 'AcLa3', 'CsAcO3', 'Ac2S3', 'AcOF', 'Ac2TlSn', 'CaAcMg2', 'AcSnHg2', 'AcNdMg2', 'AcYb3', 'LiAcRh2', 'KAcTe2', 'AcMgHg2', 'NaAcHg2', 'AcSbAu2', 'AcPbAu2', 'AcH3', 'AcZnAu2', 'Ac', 'Li2AcIn', 'AcYbGa2', 'SrAcAu2', 'AcBrO', 'AcInTe2', 'AcYbHg2', 'SrAcCd2', 'AcZn2In', 'AcGaTe2', 'AcFeO3', 'AcYbCd2', 'AcMg3', 'Cs3Ac', 'NaAcAu2', 'AcTlRh2', 'LiAcTl2', 'AcLaCd2', 'AcAg3', 'AcTlAg2', 'K3Ac', 'AcSnAu2', 'AcTiO3', 'AcDy3', 'Li2AcAl', 'AcClO', 'AcCuO3', 'AcCuO2F', 'SrAcGa2', 'AcBO3', 'AcAlO3', 'CaAcGa2', 'NaAcIn2', 'CsLiAcO3', 'AcGa3', 'AcPrMg2', 'AcTb3', 'Ac2AgPb', 'Rb3Ac', 'AcLa', 'AcIn3', 'AcEuAu2', 'AcEuMg2', 'AcInAu2', 'Ca3Ac', 'Ba3Ac', 'NaAc', 'Ac2Br2O', 'AcO', 'AcInHg2', 'LiAcO3', 'AcH2', 'AcCdHg2', 'Li2AcPb', 'AcI3', 'Ac2CdGe', 'AcAg', 'AcTlAu2', 'AcHg3', 'AcSe3', 'Li2AcTl', 'AcTlTe2', 'AcZn3', 'AcMgCd2', 'CaAcTl2', 'CaAcZn2', 'AcPdO3', 'AcAl3', 'AcSiO3', 'Ac2MgGa', 'AcBiAu2', 'AcTlHg2', 'AcSc3', 'AcMgO3', 'Li3Ac', 'AcAu3', 'AcCdAg2', 'CaAcRh2', 'AcHgRh2', 'AcLaMg2', 'NaAcTl2', 'AcCrO3', 'LiAcTe2', 'AcCdAu2', 'AcYbAg2', 'AcPr3', 'AcTe3', 'Ac2O3', 'AcEuZn2', 'AcHgTe2', 'AcCu3', 'KAcO3', 'AcMg5', 'AcYbRh2', 'SrAcTl2', 'SrAcIn2']"
Th,Fm-3m,32.144276686139456,"['ThCo5', 'ThO2', 'ThAl2', 'ThRu', 'ThPt3', 'ThI2', 'ThGa', 'ThCu2', 'ThPd3', 'ThAs2', 'PuTh', 'ThNi5', 'ThCo', 'Ca5ThF14', 'ThSi3Os', 'ThAs', 'ThAl', 'ThAg3', 'ThPt2', 'ThC2', 'ThIr5', 'ThB4', 'Lu3Th', 'ThSi3Ir', 'Ca4ThF12', 'ThCd3', 'PrTh', 'Ce3Th', 'ThPb3', 'ThCd5', 'ThCu6', 'ThAu2', 'ThTe', 'ThH3', 'ThCo3', 'ThI3', 'AcTh', 'ThFe3', 'ThCl2', 'ThTl', 'Ba3Th', 'ThZr2', 'HoTh', 'ThSi', 'ThTc2', 'Sr3Th', 'ThNp3', 'ThBr4', 'ThNi2', 'ThSb', 'TbTh', 'ThRh', 'ThO', 'ThB6', 'ThSe3', 'ThN', 'ThPt', 'ThMn12', 'ErTh', 'ThS2', 'ThP2', 'BaTh', 'ThSi2', 'ThSi3Rh', 'ThP7', 'Er3Th', 'DyTh', 'SmTh', 'Pm3Th', 'ThH2', 'Th', 'ThCd11', 'ThSb2', 'CsTh', 'ThHg2', 'ThTl3', 'Ac3Th', 'Sm3Th', 'ThSc3', 'ThGa2', 'ThRh2', 'ThCl4', 'ThOs2', 'ThAu', 'ThIn', 'LuTh', 'K3Th', 'Rb3Th', 'Pr3Th', 'Tm3Th', 'ThBr2', 'ThB12', 'Li3Th', 'ThCoSi3', 'CeTh', 'ThBi', 'ThMn2', 'ThTc3', 'ThIn3', 'ThSc', 'ThS', 'ThF4', 'ThPd', 'ThBi2', 'ThAl3', 'ThFe2', 'ThSi3Ru', 'Hf3Th', 'ThTi3', 'Y3Th', 'ThI4', 'ThMg3', 'ThBi3', 'ThSe2', 'ThCo2', 'YTh', 'ThSe', 'ThSn3', 'ThRu2', 'ThSn2', 'Pu3Th', 'ThGe', 'Eu3Th', 'ThBe13', 'ThPa3', 'NdTh', 'Tb3Th', 'ThZr3', 'ThMg149', 'ThTe3', 'ThGe2', 'ThZn2', 'ThRe2', 'ThZn4', 'ThP', 'ThN2', 'ThIr2', 'ThRh3', 'ThHg', 'ThIr', 'ThPb', 'ThNi', 'LaTh', 'ThAu3', 'ThAg2', 'ThHg3', 'ThGa3', 'ThC', 'ThFe5', 'ThMg2', 'Nd3Th', 'ThZn11', 'ThCl', 'ThCd2', 'Ho3Th']"
Pa,I4/mmm,24.46037090317387,"['PaBi3', 'YbPaO4', 'ErPaO4', 'PaMn2Al', 'PaTa', 'MgPaPt2', 'BaPaO3', 'PaSb2', 'PaSi3', 'PaInPd2', 'PaSe3', 'PaCo3', 'PaV', 'PaAlV2', 'HoPaO4', 'PaAs2', 'PaSnAu2', 'PaTe2Pd', 'LiPa', 'NdPaO4', 'PaH3', 'PaSnPd2', 'SmPaO4', 'PaOsO3', 'PaRh3', 'EuPaO4', 'GdPaRu2', 'Sr3Pa', 'PaNi2Sb', 'PaInTc2', 'PaNi2Ge', 'Yb3Pa', 'PaZnRh2', 'PaAs', 'PaCoO3', 'PaZn3', 'PaBe13', 'PaS3', 'Ce3Pa', 'GdPaO4', 'PaGaFe2', 'PaI3', 'GdPaTc2', 'Cs2PaF7', 'YPaO4', 'TmPaO4', 'PaZnRu2', 'PaN', 'PaBO3', 'PaBr5', 'PaMn2Ga', 'PaPt5', 'ErPaOs2', 'PaP3', 'PaAlFe2', 'PaCl5', 'PaTaO3', 'PuPaO4', 'PaTe2Au', 'PaCdPt2', 'PaGaNi2', 'PmPa', 'DyPaO3', 'PmPaO4', 'PaAl3', 'PaZnTc2', 'PaNi', 'MgPaAu2', 'DyPaO4', 'Mg3Pa', 'PaCl4', 'PaIr3', 'PaGaTc2', 'PaTi', 'CePaO4', 'TmPaRu2', 'PaInO4', 'PaB3', 'PaTe3', 'PaHgAu2', 'PaCdAu2', 'PaTlO3', 'MgPaTc2', 'LuPaRe2', 'PaInAu2', 'LiPaO3', 'ScPaTc2', 'PaC2', 'PaSnRu2', 'PaTiTc2', 'Nd3Pa', 'Mg16PaAl12', 'Pa', 'HfPaTc2', 'Pm3Pa', 'PaAlTc2', 'PaAgO3', 'PaHgTe2', 'PaGa3', 'PaTi3', 'HoPaRu2', 'PaBr4', 'NaPaO3', 'LiPaRu2', 'PaO', 'TbPa', 'Pr3Pa', 'PaGe3', 'YbPaIr2', 'PaBiAu2', 'SmPa', 'PaP2', 'PaAgTe2', 'PaInRu2', 'ThPaTc2', 'PaBr3O', 'Rb2PaF7', 'KPaO3', 'PaZnAu2', 'K2PaF7', 'U3Pa', 'PaPd3', 'PaIn3', 'Ac3Pa', 'PaInCu2', 'PaSiO3', 'PaSiTc2', 'PaTlAu2', 'PrPaO4', 'PaCu2Sn', 'YPaRu2', 'PaSb3', 'PaNi2Sn', 'Ba3Pa', 'PaAlRu2', 'PaRe3', 'PaTc3', 'Th3Pa', 'LaPaO4', 'PaTc2Sn', 'PaO3', 'HoPaTc2', 'PaAu3', 'Na3PaF8', 'TmPaOs2', 'CsPaO3', 'PaGaAu2', 'PaPt3', 'PaGaCu2', 'PaZnNi2', 'PaInPt2', 'PaFe3', 'PaBeO3', 'TbPaO4', 'ScPaO4', 'LuPaO4', 'PaPbAu2', 'PaTc2Ge', 'DyPa', 'PaGaPt2', 'LiPaPt2', 'PaHgO3', 'PaNi3', 'PaAlAu2', 'PaO2', 'RbPaO3', 'ZrPaTc2', 'PaZnPt2', 'ErPaTc2', 'PaC', 'PaCd', 'PaInNi2']"
